"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"
"feces__J429"	-0.0256326545928692	0.31604222510584	-0.309324334434082	-0.266075268246793	-0.179562878387278	0.0506873311307522	0.0323765749502032	0.12217711589033	-0.0517003455183338	-0.224750178318664	-0.0948140856383589	0.125363371551715	0.150934162174494	-0.00643684816377471	-0.246765401351044	-0.144866584483427	-0.0515671077192663	0.131705168516246	0.0322261363870099	0.0735692624484024	-0.0117970209420803	0.0926854037158529	0.0692431186568494	-0.0370510250328552
"feces__J430"	0.0729403730294755	-0.0981038955355584	0.0914068203371501	-0.0259850189214362	0.157789087107673	-0.280395556750066	-0.229176108208556	-0.0695682069588737	-0.0534457945311571	-0.0766017873266884	0.116324334571582	-0.0786260446845543	-0.258894349791932	-0.110673329428074	0.0495866266387751	0.114853268822747	0.06829010223684	0.150719941143508	0.00876084625332772	-0.232881775796104	0.128002405718733	-0.141503764840413	0.237770328670682	-0.458133210626915
"feces__J431"	0.0252249161419866	-0.221234631963425	-0.0242988560540271	0.0652185705065623	-0.146832387943646	-0.0835409072739889	0.0628266893984164	-0.231292277959915	-0.0293590684904912	-0.0174268161085656	-0.0861893169087411	-0.235378380298008	-0.184735878977069	-0.251091447811606	-0.03336162192426	-0.250231999889656	0.185679466577715	0.0415328541338965	0.174226557564514	0.044792810860377	-0.00798379665722537	0.26016522845624	0.105287343507459	-0.0633378671244495
"feces__J432"	-0.11858593375102	0.0143483817829143	-0.0933790723200484	-0.239387187924563	0.0693776946940799	-0.183683292583332	0.0641632754664657	0.0292236924973194	-0.0683596729204736	-0.213624642831075	-0.0230948023039552	-0.145860860795421	-0.211659662989144	0.0196849263900919	-0.164905574943999	0.0889241218022477	-0.225196961560176	0.0601160292933812	-0.33447950101557	0.124752713750433	-0.126354874064466	0.0893028858220353	-0.311020169085922	-0.014493845598711
"feces__J433"	-0.381958998355187	-0.0936938365444228	0.0443934333092075	-0.0843940477145914	-0.204479234957702	-0.136484001439643	-0.113121330936557	0.00195103203338291	-0.137882699063736	0.19693041742224	-0.193888968847879	0.0597461429967173	0.0329471468619731	0.153570287969599	-0.0282347999747821	-0.0643064372887533	-0.164907792128113	-0.111004002511013	-0.0772982025619502	-0.203109293701062	0.00480346397969879	0.137397241270588	0.0288141026283265	-0.152214264974747
"feces__J434"	-0.00906520080966375	0.239693419777196	-0.130128077260539	-0.0135666029399621	-0.0491434245783226	-0.314959871587928	0.308076239010461	0.0885326848708625	0.170716844198035	0.350830336912074	-0.151742348125598	0.114674487107061	0.0737852088867865	0.0467208246973762	0.000883557880536822	-0.182727333443935	0.175763619087652	-0.351544223932678	0.0428319461381589	-0.0501603425817948	-0.0333331244744499	-0.121228478191375	0.102320609957823	-0.212553255063985
"feces__J435"	0.12163867933361	0.321043763966694	0.234583312545933	-0.130054953863214	0.0103364506350932	-0.109107799192873	0.108895789354085	-0.251896817478647	0.0176277175413257	-0.0529051515962837	-0.131571438152464	0.163126339472586	-0.0320472493672411	0.179856726391703	0.0702451329806664	0.0235293726452658	0.0528240530955977	0.177005784279476	0.00368349456643833	0.12490740353581	0.032087969111843	0.289794928775521	-0.0304919760786382	0.0615175707566564
"feces__J436"	0.152827533284357	0.222648177438255	0.109671888137155	0.097517720785614	-0.077751122138709	-0.0664806769606405	-0.0575980469040456	0.136965725820949	-0.352233534485513	-0.0607854730803695	-0.0405655303316552	0.0510142215779205	0.113956542004984	-0.147744253098046	0.0805544661557729	-0.028461438004042	-0.139054700558795	0.110161016110184	-0.172824517118594	-0.068709154506984	-0.121968177094571	-0.356033002642468	-0.315757505138411	-0.159024607459946
"feces__J437"	0.0797908108797906	-0.0830896543090665	0.068196583251792	-0.11059337013579	0.240750846265793	0.277739582664224	0.00428587714119403	-0.0926171732008934	-0.0837759322571849	-0.01943886601587	-0.14606075003865	0.041567726527551	-0.0958972689372373	0.105953269964739	-0.206651918763435	0.0272317816578091	-0.0287753554428791	-0.121729769550617	0.0497417896361063	-0.167399758753009	-0.191806723512435	0.0708498706510151	0.0296931920284787	-0.338995185344579
"feces__J438"	0.172135265466174	-0.132742037005666	0.219790771382267	-0.131391773772765	0.177931508127542	-0.0884151262672731	-0.0423910255838562	0.18864244338733	-0.0398599293482705	0.211320542976831	-0.259708221616005	-0.0574104538914397	0.0956125849475268	-0.216699074899325	0.0818642551436964	-0.00148207944400789	-0.144964939795277	0.109921844813886	-0.0385215270771768	-0.0655818890856816	-0.0326525895199785	0.217560441451651	0.0415428465498123	0.254760727575547
"feces__J439"	-0.0163894489599324	0.163609233032011	0.261795433706337	0.0653502621889947	0.0171138253202265	0.113407515726471	0.178632915974378	0.238356185353173	0.224410413134961	-0.137467728075882	0.0262903578752218	-0.181035464207785	0.0934872531377641	-0.143797288333305	-0.18508487601419	0.239272662130436	-0.178124608117864	0.0407778678017796	0.306021212010212	-0.0648648613642115	-0.101861824316279	0.0980914432634183	0.0189892126305794	-0.0685648572921649
"feces__J440"	-0.204611574411361	-0.0669593756459083	0.39502558018504	-0.143251048536352	-0.0814544838132346	0.0799996866513334	-0.0347646628551024	0.0545086344054811	-0.113960117206727	0.122329505599409	-0.176727015398463	0.0597173614848769	-0.153275720428425	0.0677532759351664	0.143856513279108	-0.00329211154679736	-0.174919585928381	0.0371576793562133	0.192999967664663	0.381873386584998	0.0435229844632968	-0.260466997325651	-0.00414946683775406	-0.0427259501279631
"feces__J441"	0.240267072533777	0.00413840747890908	0.231744518255806	0.0160652440266056	-0.0375719065789613	0.174175245479629	-0.00374990977342748	-0.161409726974899	0.0817155818636656	-0.133918228465433	-0.140955211295394	-0.0847602163600592	0.232540291076415	0.0428948693517177	-0.0130935355445381	-0.217698234849829	-0.182978061457609	-0.0156869569355479	-0.0660814773039032	-0.0205903255603353	0.000573539543429217	0.011453241932551	0.379491036590515	-0.0308669206376015
"feces__J442"	0.226459435940881	-0.00875182874955941	0.0902402589265814	-0.105163863939052	0.010538524894725	0.151349498544409	0.0772986367236934	0.118643865967404	0.0890636194674832	-0.107675011733546	0.050737527445468	0.444905459470282	-0.378308356774626	-0.0202533978307458	0.116481781777189	-0.0410492284864408	0.186421225829929	-0.0365290068538588	0.0294477849046566	0.160898190761681	0.0554227828725618	-0.00582439792935815	0.0848295825972127	0.0341308621706374
