#OTU ID	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo32851	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	7	1	4	0	0	2	0	4	3	1	0
denovo32915	0	0	1	1	0	0	1	0	6	4	0	0	6	3	0	0	10	0	0	6	1	0	2	0	0	0	5	2	0	0	0	1	0	0	0	1	4	0	2	2	0	0
denovo32933	0	1	0	0	0	1	0	1	0	0	0	4	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	2	3	0	0	2	0	5	0	0	1	2	0	1	4	3
denovo32971	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	1	0
denovo32983	2	0	0	6	13	8	2	0	0	0	0	4	0	0	5	0	0	0	6	0	2	0	4	15	2	0	7	3	1	0	0	0	0	0	0	1	2	0	0	0	5	0
denovo32991	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	4	3	0	1	0	2	0	0	0	0	0	0	0	0	0
denovo33037	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	0	0	0	3	0	0	0	0	0	0	4	1	0	2	1	0	0	0	1	5	0	0	0	0	2	2
denovo33044	2	12	0	4	4	0	0	0	3	0	1	5	1	1	0	0	0	0	1	0	0	0	0	2	8	1	0	0	1	3	2	6	1	2	1	2	4	1	1	1	2	3
denovo33055	4	0	0	2	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	2	1	3	0	0	0	0	0	0	4	1	0	0	2	0	0	0	3
denovo33091	3	1	1	5	2	7	1	0	3	0	1	3	0	0	1	3	5	0	2	1	0	4	4	2	4	5	4	2	1	1	0	2	0	3	0	1	7	0	1	0	1	5
denovo33121	0	1	1	0	0	0	0	0	0	8	3	2	0	0	1	0	0	1	1	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
denovo33132	4	1	0	4	0	3	0	0	2	0	0	0	0	1	2	0	2	2	0	0	4	1	0	1	0	2	1	0	0	1	0	1	0	0	2	0	0	1	0	0	1	0
denovo33196	1	0	0	1	0	0	0	0	3	1	0	0	0	5	0	0	1	0	0	7	1	0	1	0	0	0	4	0	0	0	0	0	2	0	5	3	0	0	1	4	0	0
denovo33217	2	0	0	0	1	0	0	0	2	0	0	0	0	1	3	1	1	1	0	0	0	0	2	4	2	0	1	0	0	2	0	0	0	3	5	1	2	0	2	0	0	0
denovo33239	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	2	1	0	2	0	0	0	1	2	1	0	0	5	0	0	3	0	2	0	7	0
denovo33286	0	0	0	0	2	0	0	0	0	0	0	1	3	1	0	0	0	3	1	8	6	2	0	0	0	0	0	4	0	0	3	1	0	0	3	0	2	0	0	0	2	0
denovo33302	1	1	0	1	0	4	0	0	4	0	1	0	0	0	0	0	2	0	1	2	2	1	4	0	3	1	1	0	1	0	0	0	1	1	0	1	7	2	1	0	0	1
denovo33381	38	20	21	33	32	74	18	19	42	26	50	41	31	24	61	52	47	29	31	29	22	25	43	72	25	86	159	45	45	73	17	41	16	72	296	87	15	29	42	20	40	61
denovo33387	2	0	2	2	2	2	3	0	4	1	1	1	1	1	0	3	4	0	0	1	1	0	0	1	11	2	2	0	3	0	1	0	1	5	0	2	3	2	1	1	1	0
denovo33398	0	0	0	2	0	2	0	1	1	0	0	1	2	0	1	2	1	0	0	2	0	1	0	0	2	0	0	3	1	3	0	1	1	0	0	0	1	0	1	2	0	0
denovo33425	0	0	1	7	5	4	0	2	1	4	4	0	0	1	3	1	0	0	1	1	1	0	0	0	0	0	3	1	5	0	3	2	4	0	14	7	0	4	0	2	5	11
denovo33450	0	0	4	0	0	0	0	15	1	0	1	0	1	0	4	0	0	0	3	2	0	1	0	1	4	0	1	2	0	0	0	1	0	1	4	3	3	3	0	0	0	1
denovo33453	1	1	0	1	0	0	0	1	0	0	2	1	3	2	2	0	0	2	2	2	3	0	0	2	4	0	0	1	0	0	0	0	0	1	0	0	4	0	1	0	0	0
denovo33493	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	11	0	0	2	5	2	0	0	0	2	0	0	0	0	0	0	2	0	2	0	3	0	1	2	2	0
denovo33584	1	1	0	0	1	2	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	1	0
denovo33593	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	5	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	1	0
denovo33600	0	1	0	0	1	6	2	0	1	0	0	2	0	0	2	0	0	0	5	2	1	0	0	0	4	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
denovo33604	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	7	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	2	0	1	1	0	0	0	0	0
denovo33630	2	1	2	1	6	1	2	0	1	0	3	1	0	1	0	2	3	4	2	0	0	3	4	3	6	3	3	1	3	0	0	2	2	4	1	0	2	1	1	1	2	0
denovo33635	0	3	0	0	6	0	0	0	4	0	0	2	20	1	11	0	0	3	7	18	0	5	0	1	3	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	3	2
denovo33651	1	1	0	0	0	1	1	0	2	0	0	2	0	0	0	1	0	3	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
denovo33658	1	14	0	1	5	15	4	0	5	0	0	6	6	2	1	0	0	12	3	0	0	0	0	0	4	0	11	1	0	5	5	0	0	0	0	18	0	3	0	0	0	5
denovo33672	0	5	1	0	0	0	0	0	0	4	0	1	4	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	3	0
denovo33732	0	0	0	2	0	0	2	1	0	0	5	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	3	2	0
denovo33758	0	2	0	0	0	5	2	0	1	1	0	4	0	2	0	0	0	2	0	1	1	0	5	0	2	0	0	4	2	2	1	1	0	3	0	0	4	0	0	0	3	0
denovo33792	0	0	6	0	0	0	1	0	4	2	0	0	0	4	0	5	0	0	0	1	0	0	6	0	0	1	1	3	0	0	0	1	2	0	0	0	1	0	0	0	0	0
denovo33811	1	5	0	0	0	3	0	16	2	0	0	2	0	0	0	0	1	0	3	3	0	7	1	0	2	1	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	3
denovo33827	1	0	0	0	4	0	0	3	4	0	0	0	0	3	2	1	2	2	0	0	0	0	1	2	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
denovo33864	2	0	5	0	2	2	1	4	2	0	1	0	2	0	1	1	0	5	0	0	1	1	0	0	1	5	1	1	0	3	1	0	1	0	0	2	0	2	0	0	0	1
denovo33866	3	1	1	0	4	1	6	0	0	4	0	0	0	2	0	4	1	3	1	1	0	2	0	2	5	0	0	0	0	2	0	0	2	0	0	3	2	1	0	2	0	0
denovo33909	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	1	3	1	0	0	0	0	5	2	2	0	0	0	4	1
denovo33922	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	5	1	1	0	0	2	0	0	0	0	1	1	0	1
denovo34043	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	2	0	0	0	0	1	0	2	1	0	4	0	1	0	0	0
denovo34053	1	2	1	1	0	0	6	2	2	8	0	0	0	0	0	9	7	0	0	4	1	0	0	2	4	19	8	3	1	0	0	0	0	0	6	3	6	0	1	6	0	1
denovo34059	0	107	51	0	0	0	0	1	0	0	0	3	0	8	0	0	0	0	2	0	0	5	0	21	0	0	0	32	0	10	0	3	0	0	0	0	0	0	16	0	31	4
denovo34081	7	10	39	11	2	6	35	23	0	15	5	2	1	0	8	1	5	5	17	14	10	2	0	2	3	1	0	8	1	0	7	2	16	8	1	10	0	9	7	25	13	5
denovo34103	2	0	0	1	0	0	3	1	0	6	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	2	0	0	2	2	1	2	0	0	0	0	0	0	0	3	0
denovo34130	1	2	1	0	2	0	2	1	0	1	1	1	1	2	0	3	0	1	2	2	1	0	0	0	1	1	1	1	0	0	1	0	3	0	0	2	2	0	2	0	0	3
denovo34156	0	11	16	8	10	11	2	19	8	20	25	1	26	15	5	40	21	4	5	7	31	2	14	22	7	21	9	4	7	9	8	3	29	8	21	12	0	17	17	20	1	4
denovo34181	2	0	1	0	0	1	2	1	1	0	0	2	0	0	0	0	0	5	0	0	2	0	1	0	2	0	0	0	0	0	0	0	2	2	0	1	0	0	0	2	0	0
denovo34197	0	0	1	2	1	1	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	0	0	0	1	3
denovo34262	5	0	1	0	0	0	3	2	2	1	0	0	0	3	0	0	3	0	0	4	1	2	0	1	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo34263	2	0	5	2	0	7	3	16	20	14	0	0	0	7	0	17	12	0	2	16	0	9	21	0	0	6	14	12	21	1	0	4	14	0	21	0	7	0	0	0	0	26
denovo34264	0	0	0	0	1	0	1	0	4	0	0	0	0	0	1	12	1	0	3	0	0	1	3	4	1	0	6	0	0	0	0	1	0	3	4	0	1	0	0	1	0	0
denovo34347	1	0	0	6	0	5	2	0	0	0	1	0	1	1	2	0	0	1	2	7	0	0	2	0	0	0	1	2	0	1	1	0	2	0	0	0	0	4	0	0	0	1
denovo34412	2	0	4	3	0	0	16	1	9	2	0	0	1	31	0	0	5	1	0	20	3	5	1	6	0	1	2	12	2	0	0	9	1	0	12	8	2	0	5	0	1	0
denovo34418	0	0	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1
denovo34421	2	0	0	0	6	1	2	1	3	0	0	5	0	3	1	7	5	0	0	0	1	0	2	0	0	2	1	0	4	0	0	2	0	0	2	1	0	0	0	0	3	0
denovo34436	0	0	1	2	0	2	2	0	1	2	2	1	0	2	4	2	3	4	2	2	0	0	2	5	2	2	0	1	0	2	1	0	0	0	1	0	0	0	2	0	6	0
denovo34442	14	30	0	23	21	9	2	49	16	2	32	11	30	12	49	10	37	16	30	26	25	16	38	161	67	15	133	48	68	4	15	5	0	72	39	63	31	61	30	17	145	101
denovo34452	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0
denovo34455	0	2	3	3	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0
denovo34459	0	1	2	4	14	22	5	4	2	1	0	21	6	3	5	4	1	4	1	11	4	14	3	0	2	6	0	12	42	13	5	50	4	23	1	2	4	2	7	4	15	18
denovo34470	0	0	2	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	3	0	1	2	1	0
denovo34496	2	0	0	1	0	0	0	2	1	2	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	2	1	1	0	0	1	0	0	0	0	1	0	1	1
denovo34530	5	0	3	1	0	6	5	5	4	5	8	2	1	0	0	1	4	4	0	3	1	3	0	0	5	2	0	3	2	0	1	1	3	0	0	2	2	8	5	6	1	2
denovo34544	0	8	0	0	1	0	0	0	1	0	0	0	0	1	0	0	3	1	0	0	4	0	6	6	0	5	2	0	0	0	2	9	0	0	2	0	5	0	0	0	2	1
denovo34565	0	2	0	1	1	0	0	0	0	1	0	1	0	1	5	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	0	0	0	0	2	0	1	0	0	0	0
denovo34582	1	4	1	0	1	2	2	0	1	0	3	0	0	0	5	2	0	0	6	3	1	0	1	2	0	0	3	0	0	0	0	1	3	3	1	3	0	0	0	0	0	0
denovo34592	0	0	0	1	1	4	0	1	0	0	1	4	0	1	11	0	0	5	2	1	0	2	0	11	5	0	8	0	1	0	1	1	0	16	3	1	0	1	0	0	0	3
denovo34608	9	0	9	1	10	4	1	6	10	2	1	10	3	0	0	0	3	2	1	3	7	4	8	3	1	1	0	1	0	1	2	0	1	2	3	0	2	0	3	4	4	0
denovo34610	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	2	3	0	0	0	2	0	0	0	0	0	2	1	3	0	1	0	0
denovo34633	3	0	1	4	0	3	0	2	2	1	0	4	1	0	0	3	2	1	1	0	0	1	6	1	4	0	2	0	1	3	0	1	2	3	0	0	4	2	5	0	0	0
denovo34680	0	0	1	127	2	1	0	0	0	0	17	0	1	0	1	0	0	0	0	8	3	0	0	0	0	0	0	5	0	0	0	4	0	2	0	0	0	2	6	0	2	0
denovo34709	0	0	1	4	0	1	0	2	0	0	0	0	0	1	2	4	1	0	1	0	0	0	0	1	0	1	2	0	0	3	0	0	3	3	4	2	2	1	0	0	0	2
denovo34763	0	3	0	2	2	3	1	0	0	0	0	1	1	0	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	1	2
denovo34786	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	5	1	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	5	0	2	0	1	7	0
denovo34838	47	159	109	292	30	35	113	394	152	326	179	137	5	97	19	108	55	131	106	24	141	136	9	55	190	87	141	73	125	101	21	132	189	97	241	148	190	20	90	5	14	36
denovo34894	2	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	2	3	0	2	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	1
denovo34905	0	2	0	0	1	0	1	2	0	0	0	2	3	0	0	0	0	0	0	0	0	2	2	0	1	2	1	2	0	0	1	3	0	3	1	0	2	0	0	2	2	0
denovo34926	1	1	0	1	0	2	6	0	0	1	1	0	0	0	0	1	0	1	3	0	0	2	0	1	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
denovo34947	5	0	6	4	0	2	0	5	0	3	6	0	2	2	0	3	0	2	0	0	3	0	0	0	1	0	1	1	1	0	0	1	0	0	0	3	0	0	2	1	3	0
denovo34954	10	0	3	3	1	5	3	0	0	2	0	2	1	0	6	2	3	9	0	0	0	2	5	0	4	0	3	2	0	0	1	1	3	0	0	4	0	1	0	0	11	1
denovo34960	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2	1	0	4	2	0	0	1	0	2	1	0	0	2	0	0	0	1	0	0	1
denovo34980	0	1	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	4
denovo34987	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	3	0	0	1	0	2	0	1	0	2	0	0	1	0	0	1	3	1	0	0	0	2	0	0	0	1	0
denovo34997	0	0	0	1	2	1	1	1	0	0	2	6	4	0	4	0	1	0	0	2	1	0	2	0	1	0	2	2	0	2	1	0	0	0	0	0	0	0	0	0	1	0
denovo35012	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
denovo35025	1	0	0	0	1	0	1	2	0	2	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo35077	5	0	0	1	1	2	3	0	1	3	1	0	0	0	1	1	1	1	0	0	2	0	5	1	6	4	1	1	2	0	1	2	0	8	0	2	0	0	2	1	1	2
denovo35124	1	0	1	0	0	1	1	2	0	2	0	0	2	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0
denovo35183	2	0	6	0	0	2	6	0	6	9	0	0	0	0	0	1	3	0	0	0	0	2	8	13	0	8	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	9
denovo35187	33	68	3	28	50	59	21	17	71	0	2	86	20	60	23	132	53	15	60	33	18	19	129	50	40	40	38	20	12	20	25	36	5	95	117	22	37	37	31	0	33	52
denovo35247	0	3	0	0	0	2	1	0	0	3	2	0	0	0	0	0	0	0	1	1	2	1	0	2	0	0	0	0	2	3	1	0	0	0	0	2	0	0	0	0	1	3
denovo35280	0	2	4	20	1	4	3	2	3	2	0	4	8	7	6	0	3	5	4	2	0	2	1	3	2	1	10	11	2	7	4	4	1	8	14	7	28	1	16	2	1	7
denovo35323	2	0	2	2	2	2	2	0	3	0	2	0	3	0	0	2	1	0	0	0	0	0	5	0	3	1	4	0	1	0	0	2	1	2	0	1	4	1	0	0	1	0
denovo35336	1	0	0	1	0	0	0	0	4	2	0	0	0	11	0	1	6	0	0	8	4	0	4	0	0	0	3	3	9	3	0	0	2	0	23	3	10	0	3	12	2	0
denovo35343	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	5	2	6	1	3	3	0	0	3	2	0	0	7	0	0	1	0	1
denovo35347	0	0	0	0	4	1	2	0	1	0	0	0	0	0	1	0	10	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1
denovo35348	0	0	0	0	0	0	0	0	0	0	0	5	1	4	3	0	0	2	0	0	0	0	0	1	2	0	0	6	0	0	1	0	0	0	0	0	0	3	2	0	2	0
denovo35380	25	11	54	22	4	13	38	43	14	19	23	1	6	13	4	20	17	1	0	13	23	14	11	11	7	30	4	11	5	1	8	4	42	6	11	2	24	5	15	36	2	11
denovo35422	0	1	0	0	3	0	1	0	1	0	0	3	0	0	1	0	0	1	1	0	3	0	1	0	0	0	1	0	0	0	1	0	0	9	0	1	0	0	2	0	0	0
denovo35448	0	3	2	0	0	0	1	0	0	0	0	1	2	1	0	0	0	3	12	1	0	3	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	2	0	1	4	1
denovo35495	0	3	0	0	3	20	4	2	4	0	0	8	3	18	4	10	0	5	3	0	13	0	5	1	5	5	0	1	12	3	4	39	5	6	3	3	3	1	4	9	10	3
denovo35498	0	3	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	4	0	1	2	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	1	1	0	0	0	1
denovo35537	0	1	0	0	0	2	0	0	3	0	0	1	2	0	3	0	0	0	0	1	2	0	5	0	5	0	0	1	0	0	0	0	1	0	3	1	0	2	1	0	1	3
denovo35538	0	0	1	0	0	1	0	0	1	0	0	0	0	3	0	2	0	3	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
denovo35539	3	4	6	18	3	1	3	6	7	8	19	1	6	0	3	5	1	4	3	6	3	8	1	1	4	7	0	2	0	1	0	2	8	3	1	6	4	3	5	5	1	4
denovo35588	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	2	1	2	0	0	0	1	1	0	1	0	0	0	3	0	0	0	0	0	2	1
denovo35655	1	0	1	0	2	1	0	1	1	0	0	2	2	0	2	0	1	0	4	0	0	0	2	0	6	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	2
denovo35665	0	1	1	0	0	1	2	2	0	0	0	1	1	0	0	0	1	5	0	0	1	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
denovo35746	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	3	0	1	2	0	0	0	6	1	4	2	0	2	0	2	1	0	0
denovo35753	0	5	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	1	2	2	2	0	0	3	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0
denovo35785	3	3	1	1	0	5	0	2	5	2	1	3	3	0	3	5	3	0	1	0	2	4	6	3	5	6	4	0	3	0	0	0	2	6	3	1	7	2	0	2	0	0
denovo35860	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0
denovo35935	2	3	5	0	3	1	4	0	5	3	0	2	4	0	0	0	12	2	3	1	4	1	9	17	6	5	0	2	1	0	0	7	0	4	0	0	2	5	12	0	9	11
denovo35937	2	2	0	1	0	0	2	0	0	1	0	1	0	5	1	0	1	1	5	2	1	2	1	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	2	1
denovo36012	16	40	20	35	10	14	18	49	46	10	30	9	3	28	18	24	10	8	4	34	9	7	16	7	6	19	4	21	9	6	19	11	66	1	9	38	18	12	42	24	5	12
denovo36019	0	0	0	2	2	0	0	0	0	0	0	0	0	4	2	1	2	0	1	0	0	1	3	0	0	0	4	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0
denovo36092	0	0	0	0	0	4	0	0	0	0	0	2	1	0	8	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	48	0	3	0	5	1	0	0	0	0
denovo36132	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	1	0	0	1	0	2	0	0	0	0	1	1	2	0	1	0	2	0	1	0	0	1	2	3	1	0	1
denovo36134	2	0	1	1	2	1	0	0	0	0	0	1	4	0	0	0	2	0	1	0	0	0	0	2	2	1	0	0	4	0	0	0	1	5	0	0	0	0	0	0	1	4
denovo36162	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	4	2	1	0	0	1	0	0	2	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
denovo36218	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	4	1	0	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	1
denovo36220	0	1	0	0	0	4	0	0	0	3	0	1	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	2	3	1	0	0	0	0	0	2
denovo36225	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	2	3	0	3	0	1	0	1	1	0	0	0	0	1	0	0	2	0
denovo36287	0	0	3	0	0	0	0	0	2	3	1	0	1	2	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
denovo36298	0	0	1	2	0	2	1	0	0	0	0	1	4	3	2	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	3	1	2
denovo36310	1	0	0	3	4	0	1	1	0	1	1	1	1	1	0	0	2	0	0	1	0	0	4	1	3	2	2	0	1	0	2	0	0	2	0	0	2	2	1	0	1	1
denovo36353	0	0	0	0	0	1	3	0	0	1	1	0	1	4	4	0	2	2	0	0	1	0	3	0	2	8	0	0	1	1	0	0	2	0	3	0	4	0	3	0	2	2
denovo36392	3	1	1	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
denovo36404	0	1	2	3	1	5	2	0	7	3	0	1	2	0	0	0	0	0	1	0	2	0	0	10	1	2	1	0	2	0	1	1	1	4	0	0	0	0	0	0	2	1
denovo36406	1	1	0	2	1	3	1	0	2	2	0	4	0	0	0	0	4	3	0	0	5	1	2	0	1	0	2	0	3	0	1	0	4	0	1	1	0	0	0	0	0	2
denovo36414	1	0	0	0	0	2	0	0	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	2	0	0	2	0	0	1	0	0	0
denovo36464	0	0	0	0	0	0	0	0	2	1	0	0	0	2	2	0	0	1	0	0	0	0	2	0	0	0	0	0	4	1	0	4	0	0	0	0	1	0	0	0	0	1
denovo36499	1	1	0	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	1	1	0	0	0	1	0	2	2	3	0	1	4	1	1	1	0	0
denovo36503	1	0	0	0	0	1	0	1	2	0	4	4	3	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	0	1	0	0	1	0	1	0	0	0	0	0
denovo36534	5	0	6	1	0	7	4	1	0	2	0	2	0	5	2	3	0	0	0	1	3	1	6	1	2	1	0	3	2	0	2	7	2	2	0	2	1	0	3	1	3	7
denovo36542	1	2	0	1	3	2	0	1	1	0	1	0	0	0	2	3	0	1	1	0	1	0	0	0	4	1	0	0	0	1	1	2	0	2	0	1	5	2	0	0	0	1
denovo36558	0	0	2	0	0	0	1	0	0	0	0	0	2	6	0	1	1	1	0	1	12	1	3	0	0	7	4	1	4	1	0	0	4	0	8	2	3	0	0	9	0	0
denovo36579	0	2	0	12	0	1	3	8	1	13	1	0	5	2	0	40	0	1	3	3	0	0	0	2	0	0	0	0	1	0	0	1	3	0	0	0	1	0	15	46	0	5
denovo36626	0	1	2	0	3	0	0	2	0	1	0	0	1	0	0	0	1	1	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
denovo36628	1	0	0	0	0	0	0	1	0	3	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0
denovo36655	2	0	1	8	1	3	0	13	2	2	1	2	0	0	1	7	1	1	2	1	3	2	0	0	0	2	0	3	5	3	0	0	2	0	0	7	4	1	1	2	0	4
denovo36741	2	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	6	2	0	1	1	0	0	1	4	1	0	0	1	2	3	1
denovo36751	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	1	0	0	4	0	0	4	0	0	2	1	0	0	0	0	1	0	0	0	1	0
denovo36804	1	0	0	0	0	1	0	4	0	0	3	1	0	0	0	0	1	0	0	0	2	3	0	0	0	8	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0
denovo36828	0	0	0	2	0	0	0	0	3	0	0	0	0	2	0	0	4	0	0	2	2	0	2	1	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0
denovo36837	3	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	6	2	0	0
denovo36844	1	0	0	0	1	0	0	0	2	0	4	0	3	0	0	0	2	1	0	0	1	0	0	0	0	3	2	0	1	0	0	1	1	0	2	0	0	0	4	1	1	0
denovo36848	2	1	0	0	1	1	1	0	3	0	0	2	4	0	1	0	0	0	0	2	0	2	0	0	0	0	7	0	1	0	1	0	1	7	0	1	0	1	0	2	2	1
denovo36872	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	4	4	0	3	1	0	2	3	3	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	2	0
denovo36877	0	0	3	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
denovo36922	4	0	1	1	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
