#OTU ID	taxonomy	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo11393	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	0	0	0	0	2	1	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	3	0	1	0	0	0	1	3	0	2	0	0	3	3	2	0	1	0	0	1	3
denovo11403	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	1	0	0	0	0	4	0	6	3	0	0	0	0	0	0	3	0	1	0	0	4	8	1	0	0	3	2	4	0	0	0	0	0	2	0	0	0	0	0	0	2
denovo11423	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	2	1	0	0	7	0	0	0	0	1	2	2	4	0	0	0	2	0	0	0	0	1	7	0	2	0	1	0	0	0	0	0	0	0	0	4	0
denovo11431	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	4	3	0	1	1	1	0	0	1	0	1	0	0	1	1	1	3	1	0	2	0	2	1	1	2	1	0	0	0	0	0	0	1	0	1	2	1	3	2	0	1
denovo11440	Unassigned	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
denovo11464	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1	1	0	0	1	4	2	7	2	0	1	0	0	2	1	0	0	0	0	1	0	0	0	2	0	3	5	0
denovo11499	Unassigned	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	1	2	0	2	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0
denovo11501	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	1	0	0	0	2	1	0	2	1	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0
denovo11510	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	4	0	2	0	0	2	0	7	0	0	2	0	3	0	0	0	0	2	0	0	2	1	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	2	0	0	1	0
denovo11561	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__flavefaciens	0	1	0	1	0	4	11	3	1	17	0	5	0	4	20	4	3	13	6	1	3	21	0	0	2	4	2	14	4	14	5	7	3	5	1	0	7	1	0	0	3	1
denovo11573	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	2	5	0	4	0	0	5	0	2	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	2	1	0	2	0	2	0	0	1	0	0	0	0
denovo11610	Unassigned	1	1	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	3	0
denovo11641	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	19	5	6	12	12	4	4	21	13	10	3	15	10	15	12	14	6	9	10	6	12	9	7	24	32	13	10	20	7	3	3	6	6	22	18	8	13	9	4	6	15	22
denovo11648	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	1	0	0	2	0	1	0	0	2	0	0	0	2	3	0	0	1	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0
denovo11650	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0	3	0	0	0	2	1	0	3	0	0	1	2	14	14	0	0	3	0	3	1	0	0	0	3	0	6	0	0	1	2	0	0	0	1	4	3	3	0	0	8	2
denovo11652	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	0	6	2	2	4	6	3	1	5	11	1	2	0	1	2	5	0	0	4	4	1	1	1	3	1	0	2	0	0	3	1	10	0	0	0	0	0	1	1	2	0
denovo11693	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	8	1	8	7	4	3	7	14	8	3	18	4	0	2	10	2	0	5	4	9	10	1	3	2	11	1	2	0	2	1	0	1	5	2	3	11	3	6	2	9	5	2
denovo11720	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	6	4	30	83	1	27	22	20	112	102	196	17	22	10	21	0	5	6	26	24	2	0	4	0	15	0	4	20	39	5	3	0	30	3	76	91	14	33	28	1	2	16
denovo11731	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	3	0	0	4	0	0	2	2	0	1	0	0	0	0	1	3	0	1	2	2	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	2	0	1	7	1
denovo11764	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__	50	81	8	70	53	0	17	8	57	9	38	62	60	131	333	12	18	28	42	9	14	15	82	0	137	14	218	66	232	58	28	74	2	1	337	155	19	21	80	80	34	22
denovo11773	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	14	21	18	25	6	103	24	67	7	12	17	9	16	12	18	17	31	43	13	12	112	34	4	57	95	4	57	22	13	12	9	32	156	16	6	53	52	51	140	10	25	11
denovo11819	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	2	0	0	0	1	0	2	2	0	0	0	0	0	1	1	0	0	2	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
denovo11820	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__	0	5	0	2	0	2	3	0	0	4	0	0	1	0	1	0	1	4	0	5	1	2	0	0	4	0	2	0	5	1	5	3	2	0	4	0	0	5	0	6	3	1
denovo11853	Unassigned	2	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	4	0	1	1	3	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
denovo11857	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	4	8	0	3	2	0	8	9	19	30	12	11	9	38	5	39	54	25	10	1	18	12	6	32	2	2	10	45	4	5	9	44	9	11	31	7	13	25	22	0	2	9
denovo11869	Unassigned	0	1	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	1	1	0	0	0	0	0	1	0	3	3	0	0	2	0	0	0	0	0	0	2	0	0	1	0
denovo11896	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	5	0	0	2	0	0	12	7	0	0	0	3	0	8	3	0	4	0	2	0	12	4	0	2	0	2	3	0	0	7	0	0	1	0	3	0	0	2	0	4
denovo11909	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	1	0	0	4	1	4	1	3	0	0	2	1	4	3	0	2	8	0	0	6	5	0	3	3	4	9	3	4	4	2	0	0	14	1	1	1	1	1	6	2	3
denovo11923	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	2	1	0	0	1	0	0	2	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1
denovo11991	Unassigned	0	0	0	0	1	1	5	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0
denovo12009	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	2	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0
denovo12033	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	2	3	0	0	2	1	1	2	0	0	0	5	1	3	6	0	0	10	0	2	0	2	0	8	2	1	0	8	1	1	3	9	2	9	2	2	0	2	3	0	5	6
denovo12034	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	1	6	0	0	3	0	3	29	0	2	1	10	0	14	4	1	2	11	16	1	11	1	0	9	2	1	7	1	0	11	1	0	4	1	7	0	4	30	1	0
denovo12050	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__	0	1	0	0	0	0	0	0	0	0	0	2	2	3	0	1	0	1	1	0	0	0	0	1	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0
denovo12122	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	2	0	1	2	3	2	1	0	1	0	0	0	2	0	0	0	0	2	0	3
denovo12139	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	1	3	4	0	2	1	0	0	3	2	1	4	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0
denovo12152	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	1	0	0	2	0	5	1	1	0	0	0	1	1	1	0	0	3	0	8	0	6	1	0	1	0	0	1	0	0	7	2	0	0	0	0	0	0	0	0	0	0
denovo12156	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	0	0	0	0	2	0	7	0	0	0	3	0	0	4	1	0	0	2	0	4	3	1	0	0	0	0	5	0	0	0	2	0	3	0	4	0	0	0	0	0
denovo12162	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0	0	14	8	0	7	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	2	0	0	4	0	0	0	0	0	8	0	2	2	1	8	0	3	1
denovo12163	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	1	0	2	0	5	0	0	0	0	0	1	3	4	6	0	0	29	1	0	4	2	0	3	1	0	4	5	0	1	0	6	4	0	2	0	0	0	0	0	2	0
denovo12168	Unassigned	0	0	1	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	3	2	0	7	0	0	1	0	2	0	1	1	0	0	0	3	1	1	1	0	1
denovo12264	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	2	5	3	0	0	0	2	4	0	0	0	2	0	3	3	0	0	0	3	10	1	0	2	7	0	1	0	1	1	0	2	6	1	0	8	4	0	1	0	9	5
denovo12282	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
denovo12293	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__CF231; s__	4	12	0	15	1	17	0	1	12	2	1	8	2	9	2	0	5	17	1	2	10	3	7	38	2	3	24	1	17	0	2	3	1	23	16	1	0	0	4	6	1	7
denovo12302	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	3
denovo12347	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	8	1	3	2	2	31	7	0	0	11	5	1	12	6	0	11	8	6	5	4	14	2	0	10	5	0	30	2	1	3	6	4	1	3	0	2	0	6	4	0	0
denovo12358	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	4	0	3	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	3
denovo12419	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	3	0	0	8	0	3	0	1	1	3	2	0	0	3	0	0	0	0	41	2	5	2	0	0	0	2	2	0	2	0	6	0	0	7	0	0	0	5
denovo12434	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
denovo12448	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	0	0	0	0	0	2	0	1	1	0	1	0	1	1	0	0	0	3	2	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0
denovo12502	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	47	13	152	135	6	34	42	6	14	27	11	40	6	16	16	31	11	1	6	1	27	0	15	14	38	104	8	46	11	6	24	8	6	18	11	8	20	25	60	36	18	6
denovo12519	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	10	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	5	0	0
denovo12524	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	3	4	2	0	2	5	6	2	0	3	1	1	1	0	0	0	3	0	1	3	0	0	0	1	0
denovo12525	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1
denovo12545	Unassigned	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0
denovo12582	Unassigned	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	1	0	0	4	0	1	3	0	2	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
denovo12634	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	4	0	3	1	0	0	0	0	0	1	1	2	0	0	3	0	1	0	0	1	0	1	0	1	1	0	0
denovo12635	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	2	0	1	0	0	1	0	3	0	0	2	2	0	0
denovo12678	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	13	7	10	3	0	5	0	11	9	0	11	0	0	0	1	0	0	0	2	4	6	5	0	0	4	31	0	0	0	0	0	4	6	0	0	5	10	0	0	3	0	0
denovo12687	Unassigned	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	2	0	3	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0
denovo12702	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	3	1	8	99	11	0	1	0	0	0	5	15	0	12	8	0	3	16	42	31	11	0	57	7	0	14	24	74	4	5	0	0	0	2	0	11	0	0	5	0	50	0
denovo12728	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	2	4	6	1	0	0	0	1	2	0	0	0	1	2	0	0	2	1	6	2	0	3	3	0	4	0	3	2	0	1	3	0	0	2	3	3	0	0	0	1	10	0
denovo12734	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	2	0	3	2	0	0	2	0	2	0	0	0	3	2	2	0	1	0	0	0	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	1	0
denovo12751	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	36	84	2	30	4	9	0	27	3	3	55	13	25	0	12	1	0	23	9	30	19	2	0	6	12	2	19	5	31	2	25	2	5	68	10	4	28	14	0	0	15	15
denovo12784	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	2	0	3	0	0	2	0	0	2	0	0	2	0	1	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	1	0	0
denovo12789	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	4	0	1	1	0	2	0	4	0	0	0	0	0	0	0	1	0	0	0	6	0	1	1	0	0	0	0	0	1	3	0	1	0	2	0	0	0	0	0	6
denovo12817	Unassigned	0	2	0	1	0	3	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	2	0
denovo12839	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__; s__	0	0	1	6	0	3	0	1	1	0	2	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	2	0	0	1	0
denovo12921	Unassigned	4	0	1	2	1	5	1	2	3	1	0	4	1	1	0	1	0	0	1	0	2	1	1	1	5	1	2	1	3	1	1	1	2	3	1	1	4	4	0	0	3	1
denovo12927	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	2	1	0	0	3	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
denovo12946	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0	12	0	0	2	6	1	0	2	0	1	0	1	1	11	0	0	1	7	1	1	0	0	0	7	0	1	5	0	0	7	0	0	2	0	3	1	6	0	0	0	7
denovo12966	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	8	2	6	4	3	0	0	0	18	6	0	7	9	0	16	1	7	10	4	0	1	12	90	16	66	57	3	1	0	6	10	89	3	18	35	3	11	0	2	12	25	17
denovo12981	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	2	0	0	0	4	1	0	0	4	0	1	0	0	0	4	4	3	0	1	0	2	0	0	4	0	1	2	0	0	3	0	0	1	0	0	0	0	2	0	0	0
denovo13057	Unassigned	7	1	1	0	2	6	1	2	5	2	0	0	2	2	0	5	5	0	1	2	3	3	9	1	7	0	2	1	3	0	1	0	1	2	2	1	5	0	4	2	2	3
denovo13133	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	1	0	4	0	1	0	0	3	3	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	0	4	1
denovo13139	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	0	2	2	0	1	3	0	0	6	2	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	1	1	6	7	0
denovo13146	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	2	2	0	0	0	2	0	2	2
denovo13155	Unassigned	0	4	0	0	2	0	3	0	0	0	0	2	0	1	0	0	3	1	2	0	0	0	2	0	2	0	0	1	1	3	4	3	0	0	0	0	2	0	3	4	1	1
denovo13176	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	2	0	0	2	3	2	1	0	4	2	0	2	1	0	3	6	0	2	0	0	0	0	2	0
denovo13184	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	1	2	0	1	1	4	0	1	1	0	3	0	2	1	0	0	1	6	1	0	3	0	1	2	3	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	8
denovo13195	Unassigned	2	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	2	2	1	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0
denovo13204	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	16	0	2	0	0	3	3	5	0	1	2	1	0	1	0	0	0	0	3	1	3	3	0	2	0	5	0	3	0	0	1	0	7	2	3	0	4	0	0	0	2	2
denovo13212	Unassigned	2	0	0	0	0	4	1	0	1	1	0	0	1	1	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0
denovo13216	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	1	2	0	0	2	1	0	0	2	0	3	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
denovo13223	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0
denovo13255	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	0	3	0	0	7	0	0	2	0	1	0	3	8	0	0	0	0	2	3	2	0	0	0	0	4	0	2	2	2	4	0	4	0	0	3	3	3	5	1	0	3	6
denovo13273	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	2	3	0	3	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0
denovo13305	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	4	0	0	0	0	0	3	0	3	2	0	1	0	2	2	0	2	5	0	3	2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	7	0	1	6	2	1
denovo13307	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	0	4	0	1	4	0	1	2	4	0	4	0	0	1	0	0	0	2	1	0	1	0	10	0	2	2	4	2	0	1	0	0	2	1	2	2	0	2	0	7	0
denovo13308	Unassigned	0	0	0	1	1	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0
denovo13314	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	6	0	0	1	0	4	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	3	0	0	1	0	0	2	2	0	0
denovo13318	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	2
denovo13355	Unassigned	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	2	0	1	1	1	1	0	1	0	1	0	1	0	0	2	2	1	0	0	1	0	4	0	0	0	0	1
denovo13366	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	1	2	0	1	1	0	3	0	0	0	0	0	2	0	0	0	5	0	0	2	0	16	0	0	0	3	0	0	0	2	0	4	0	1	0	0	2	3	1	0	0
denovo13376	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	12	5	0	0	0	0	0	0	0	0	11	2	0	3	0	0	0	0	2	4	9	0	0	4	0	0	2	1	0	0	0	8	5	2	0	1	0	0	0	0	5	2
denovo13453	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	9	0	0	3	39	0	2	0	9	0	0	7	4	1	0	5	55	3	4	1	2	10	1	1	3	1	16	0	3	0	0	0	0	5	2	1	4	0	5	0	7	6
denovo13537	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	0	0	0	1	1	2	0	1	0	1	3	0	2	2	1	0	0	0	0	1	0	2	3	5	1	0	1	0	0	0	8	1	0	2	0	0	0	0	4	0	0
denovo13629	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	2	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	3	0	0	1	0	5	4	0	2	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0
denovo13633	Unassigned	7	0	2	0	1	4	2	0	2	1	2	0	2	1	0	1	0	0	0	1	2	0	6	1	5	1	1	0	0	1	2	2	1	3	0	3	8	1	0	2	0	1
denovo13641	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	0	2	0	2	2	0	1	0	4	0	3
denovo13654	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	5	5	11	26	7	5	2	4	7	5	5	6	17	2	9	7	5	9	11	11	13	9	10	4	3	8	4	19	23	12	5	10	6	7	6	15	10	12	2	14	6	10
denovo13672	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	2	0	4	0	0	0	4	0	10	2	0	0	0	0	0	6	10	0	0	6	0	4	5	0	0	3	0	0	1	0	0	0	0	0	4	0	6	0	0	0	0	0
