#OTU ID	taxonomy	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo2234	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	0	3	7	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	2	2	0	0	3	2	0	8	0	0	2	7	0	0	4
denovo2237	Unassigned	3	2	0	0	1	2	0	0	0	0	0	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2
denovo2258	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0	4	0	0	0	0	4	0	0	0	0	3	3	1	16	0	0	0	0	0	0	0	0	0	0	0	2	5	0	8	10	0	0	0	0	4	0	29	0	0	0	0
denovo2289	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	1	0	0	0	1	6	2
denovo2317	Unassigned	2	1	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1
denovo2407	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	1	1	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	1	3
denovo2411	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	4	2	3	0	13	0	3	5	4	0	6	1	5	16	0	2	10	2	0	3	13	4	16	1	3	5	8	3	7	1	0	8	1	2	1	3	2	0	0	9	12	3
denovo2439	Unassigned	3	2	2	1	6	4	1	0	1	1	2	1	0	0	1	2	0	0	1	0	0	0	0	1	12	6	1	1	0	0	0	0	2	4	0	2	2	3	0	1	2	0
denovo2454	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	2	3	13	2	0	0	0	0	0	17	98	0	0
denovo2466	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	3	0	3	1	0	0	3	0	3	5	0	0	7	1	0	1	12	2	0	3	0	0	2	0	0	5	0	3	0	0	0	0	1	0	4	0	2	0	0	2	2	0
denovo2474	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	2	0	0	0	0	0	0	2	0	0	1	2	0	0	0	3	0	0	2	0	1	2	1	0	0	0	2	1	0	0	2	0	3	0	1	2	1	0	0	0	0	0
denovo2496	Unassigned	3	0	2	0	0	3	0	1	0	0	1	0	2	0	1	1	0	1	0	1	1	2	3	0	2	2	1	0	1	0	1	3	1	1	0	0	1	0	1	0	0	0
denovo2515	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	4	0	0	0	0	0	2	2	1	0	0	0	1	2	1	0	0	6	1	2	4	0	0	1	1	1	2	0	0	3	3	0	0	0	0	0	1	8	0	0
denovo2524	Unassigned	0	1	3	0	1	5	1	1	4	1	0	0	1	1	0	1	0	1	0	0	0	0	2	1	1	1	2	0	1	1	0	2	0	2	1	2	0	2	2	2	1	1
denovo2534	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	0	1	0	0	0	2	0	0	1	1	4	0	0	1	1	2	4	0	2	0	0	1	0	0	4	0	3	0	1	0	0	2	0	4	0	0	0	0	5	2	0
denovo2644	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	4	4	0	2	6	9	0	0	2	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
denovo2661	Unassigned	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	2	2	0	2	2	0	1	0	0	0
denovo2716	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0	8	3	8	1	5	1	0	0	1	0	0	0	7	1	0	4	0	0	0	6	0	0	0	0	0	2	2	0	0	1	0	0	4	0	0	0	1	0	0	0	0
denovo2738	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	4	2	7	9	0	6	6	18	1	1	25	2	0	3	0	7	1	0	3	3	8	0	2	0	0	11	2	6	1	0	4	0	13	1	7	2	4	8	15	1	3	1
denovo2750	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	0	1	1	2	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
denovo2765	Unassigned	1	0	0	0	0	8	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	3	2	1	1	0	1	1	0	0	1	5	2	1	0	1	1	0	0	1	1
denovo2869	Unassigned	6	1	5	11	1	29	1	0	5	0	0	6	2	0	4	0	10	5	2	10	3	2	1	1	9	2	2	0	4	3	11	1	2	8	2	12	3	1	3	4	2	2
denovo2889	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	2	0	1	0	1	1	0	1	2	1	0	0	0	0	2	3	2	0	0	0	0	6	0
denovo2895	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	0	1	1	6	0	0	1	5	0	0	2	1	1	5	0	2	0	0	1	0	1	9	0	1	0	0	4	1	0	0	0	2	0	0	1	2	0	0	2	10	1
denovo2906	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	0	1	0	3	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	9	3	4	0	3	0	2	0	3	5	0	1	0	3	4	5
denovo2930	Unassigned	0	0	0	3	0	1	0	0	1	0	0	0	0	2	4	0	0	2	0	4	0	0	0	0	1	0	6	3	0	0	2	0	0	0	0	0	0	0	1	0	5	0
denovo2931	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens	5	4	1	5	2	1	3	2	2	0	0	7	10	1	3	1	4	1	0	3	6	1	9	7	5	4	0	1	12	0	6	3	7	9	0	8	8	5	5	0	1	9
denovo2941	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	6	9	4	8	12	3	2	4	5	1	10	0	3	1	4	2	3	3	2	1	6	1	12	7	2	0	0	8	1	6	7	3	3	5	0	1	6	3	3	11	4
denovo2975	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__	2	0	0	0	13	4	0	5	6	18	0	1	0	1	0	0	22	3	2	3	2	6	4	8	1	1	0	0	0	0	0	0	2	26	5	0	2	0	4	4	0	6
denovo2976	Unassigned	3	0	2	2	6	10	2	0	4	1	1	1	0	1	0	3	1	1	2	0	4	1	3	3	1	2	3	0	0	1	1	1	2	3	2	2	5	1	2	1	3	1
denovo2987	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	5	3	9	3	0	9	4	3	0	3	2	1	0	0	5	3	0	5	9	2	31	0	2	0	2	0	7	8	3	0	1	0	0	0	0	0	0	1	18	0	1	4
denovo3045	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	2	0	1	1	1	0	2	0	0	0	2	6	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	4	0	0
denovo3091	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	2	0	0	0	0	0	3	3	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	1	2	0	2	1	0	0	0	1	0	0
denovo3115	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	2	1	0	1	3	0	0	0	0	0	0	0	4	0	0	0	1	1	4	1	1	2	2	0	0	0	0	0	0	2	0	1	5	0	0	0	5	1	1	11	2
denovo3121	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	2	1	0	0	0	0	2	0	0	0	1	0	2	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	3
denovo3124	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	2	0	3	2	0	1	0	1	0	2	1	0	0	0	0	0	1	1	0	3	0	2	2	2	1	1	1	0	0	2	3	0	0	0	1	0	1	1	3	1
denovo3166	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	1	3	0	3	0	0	1	3	0	0	0	2	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	1
denovo3186	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	0	1	0	0	1	1	3	2	0	0	0	0	0	0	5	12	0	1	0	2	0	1	0	0	2	2	0	0	2	0	1	0	1	1	0	0	0	1	4	3	0
denovo3189	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	2	4	0	1	1	5	0	0	0	0	0	1	0	0	3	0	0	3	1
denovo3192	Unassigned	0	0	2	0	2	0	2	0	1	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	1	0	1	0	1	0	3	0	1	1	0	0	0	0	3	0	0	0
denovo3214	Unassigned	6	1	4	4	7	13	3	4	2	3	3	1	1	0	1	6	3	0	3	4	3	5	5	2	8	6	6	1	2	1	1	4	3	4	0	3	8	5	6	2	5	3
denovo3224	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	2	0	0	1	4	0	2	3	0	4	0	0	1	0	0	0	0	0	0	0	2	3	2
denovo3307	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	0	0	2	0	1	2	0	1	0	0	0	1	1	0	0	0
denovo3319	Unassigned	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0	3	0	2	0	0	3	1	7
denovo3325	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	1	4	1	0	0	2	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	3	0	2	1	0	1	2	1	0	1	0	2	0	2	0	0	1	0
denovo3329	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__	0	2	0	0	3	0	0	4	0	1	1	0	0	5	6	1	2	2	0	3	1	0	2	1	0	1	5	1	3	1	1	0	1	2	6	0	0	2	0	0	4	0
denovo3344	Unassigned	3	1	1	1	2	3	2	1	1	1	1	1	0	0	2	0	0	0	1	1	0	0	5	3	2	1	1	0	2	1	0	1	1	1	0	1	6	0	0	0	0	1
denovo3383	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	74	2	134	13	2	59	108	104	0	36	65	6	20	9	26	78	9	22	7	11	19	15	5	3	17	49	29	53	21	5	28	2	59	0	35	3	99	43	4	204	60	3
denovo3411	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	0	0	0	0	0	0	0	2	1	0	0	3	3	0	3	2	2	0	12	1	0	2	0	0	0	0	1	3	0	0	0	0	0	1	0	3	0	2	1	1	0
denovo3434	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2
denovo3467	Unassigned	2	1	0	4	0	2	4	0	0	4	0	3	1	3	1	0	0	1	2	0	2	2	0	4	0	2	3	0	3	0	6	0	0	8	3	0	2	0	1	5	0	2
denovo3502	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	4	0	0	0	2	0	12	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	2	0	1	1	2	0	0
denovo3509	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	1	0	0	0	2	0	0	1	0	1	0	2	2	0	0	0	3	0	0	0	1	0	0	0	1	1	0	3	0	1	0	0	0	1	0	0	1	0	0	0	0
denovo3514	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	2	1	0	0	1	0	9	4	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
denovo3542	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	7	0	0	4	0	2	5	17	0	0	7	0	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	7	1	0	0	0	0	1	0	0	0
denovo3598	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0	1	2	0	0	0	0	0	1	0	0	2	0	1	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0
denovo3599	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	1	0	0	0	0	0	1	0	2	0	0	2	0	3	0	2	5	0	0	4	2	0	1	0	0	4	0	0	0	0	0	0	1	0	2	0	1	0	0	4	0	0
denovo3606	Unassigned	0	1	0	0	2	4	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	2	2	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0
denovo3659	Unassigned	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
denovo3691	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	10	2	1	0	0	0	0	1	3	0	13	4	0	3	0	1	0	0	2	5	2	0	0	0	1	0	0	5	0	0	0	0	4	9	2	8	0	1	3	0	6	5
denovo3701	Unassigned	2	1	2	1	1	3	1	0	5	0	0	1	3	0	0	1	2	0	1	1	0	1	3	0	7	2	4	0	0	1	0	0	2	1	0	2	5	1	1	0	0	1
denovo3714	Unassigned	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	1	1	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
denovo3727	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	2	0	0	1	0	1	0	0	3	1	1	1	0	2	1	0	2	0	0	3	1	3	1	0	1	0	1	1	1	2	1	0	0	1	0	1	1	4	3
denovo3738	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	4	0	0	0	2	4	2	0	5	0	0	3	1	0	1	2	0	3	3	1	0	0	3	3	1	0	1	4	3	5	0	1	5	1	2	0	1	0	0	1	2	3
denovo3770	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	2	1	0	0	0	0	0	0	0	0	5	0	2	0	2	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
denovo3820	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__flavefaciens	0	0	6	1	0	2	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1
denovo3846	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	18	5	4	7	19	16	9	2	4	7	0	9	6	0	2	35	1	3	20	0	4	6	2	17	15	17	4	0	1	2	3	5	4	3	17	2	1	0	2	21	6	0
denovo3870	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	2	0	0	0	0	3	2	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	3	1	3	0	1	0	3	0	1	2	0	0	0	0	0	1	0	0	0
denovo3890	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	5	0	6	0	2	4	0	0	3	0	0	0	4	0	0	0	0	0	0	0	2	1	5	2	1	4	1	0	3	0	1	5	0	0	0	0	4	0	9	0	2	3
denovo3894	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	1	0	0	0	0	0	1	1	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	4	1	0	0	3	0	0	0
denovo3917	Unassigned	1	0	3	0	0	5	1	1	1	0	0	0	0	0	0	0	3	0	1	1	1	1	0	0	2	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
denovo3942	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	0	2	0	0	0	0	3	3	2	1	0	1	2	1	0	0	0	0	1	0	3	0	0	2	3	0	0	0	0	1	1	0	0	0	0	6	0
denovo3969	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	0	2	0	0	0	1	1	0	2	1	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	0	0	0	0	3	0	1	0	4
denovo3990	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	2	0	0	0	0	2	1	0	6	2	0	0	0	5	0	5	6	0	0	10	4	0	4	0	0	11	3	0	6	0	0	2	3	0	7	5	1	0	3	4	2	0
denovo4052	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	6	6	0	4	24	5	1	10	4	4	28	18	0	13	0	5	5	2	3	5	21	16	6	6	2	0	5	10	20	7	6	18	6	7	1	10	4	10	1	15	6
denovo4053	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	48	9	38	8	0	26	11	140	4	13	101	10	5	12	4	110	9	0	17	16	46	10	12	8	5	104	4	15	2	1	9	17	34	12	9	4	15	16	24	112	3	10
denovo4071	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	0	0	2	0	0	2	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	0	0	2	2	0	1	0	2	6	0	0	2	0	0
denovo4077	Unassigned	0	2	1	0	3	0	1	1	0	0	1	1	2	0	0	1	2	3	1	0	3	1	5	1	6	1	2	0	2	0	2	0	1	4	1	2	2	1	1	0	2	2
denovo4082	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	12	6	1	5	7	5	0	10	8	6	0	8	0	6	3	1	11	2	1	7	11	4	7	1	6	3	5	2	3	1	0	3	8	10	12	6	2	0	1	8	10	2
denovo4108	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	1	1	0	0	0	0	2	0	2	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	1
denovo4130	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	0	1	4	0	0	2	0	0	4	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0
denovo4136	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0	0	0	1	0	2	0	0	0	0	1	4	2	2	2	0	0	2	1	2	4	1	0	3	2	0	1	1	2	0	3	0	0	5	1	2	4	0	0	0	2	0
denovo4140	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	2	0	1	5	12	6	2	2	0	0	10	6	0	0	0	5	2	0	0	2	0	1	3	3	2	4	0	3	2	6	2	0	3	3	4	0	3	9	1	0	2
denovo4148	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	1	4	0	0	6	0	0	3	0	1	0	0	0	1	1	0	3	0	0	1	2	2	0	2	2	1	0	2	0	5	0	0	0	1	3	0	1	4
denovo4155	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	0	0	0	0	3	0	0	3	3	0	0	3	2	0	0	0	0	1	0	2	2	1	0	1	0	1	3	0	0	0	1	1	0	1	1	4	0	0	1	4	0
denovo4260	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	6	0	1	11	0	0	1	2	0	0	0	0	0	0	0	2	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0
denovo4270	Unassigned	1	1	0	1	0	3	1	1	2	0	1	0	0	0	0	1	1	0	1	0	1	3	0	0	2	3	3	0	1	1	0	1	0	3	1	1	8	0	1	0	1	0
denovo4277	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	7	3	0	2	0	0	4	1	0	9	2	2	0	1	0	3	0	0	0	2	0	0	2	1	1	1	0	0	0	0	0	0	0	0	2	0	2	0	1	2	2	1
denovo4287	Unassigned	0	0	0	0	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	3	2	0	0	1
denovo4288	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	18	1	8	12	0	14	13	6	4	2	0	2	3	2	0	14	1	0	6	7	7	8	0	5	2	4	2	4	0	0	6	0	3	4	1	1	3	5	3	7	3	0
denovo4315	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	0	2	2	2	3	1	0	1	0	0	0	0	0	2	0	3	0	0	0	2	0	0	1	0	0	0	1	2	0	1	1	0	0	0	0	2	0	0	3	1	1
denovo4358	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	2	0	5	3	0	0	0	7	0	0	0	0	4	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	4	0	0	0	0
denovo4364	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	0	0	1	0	1	0	0	1	2	0	1	0	0	1	0	0	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	2	0
denovo4418	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	0	0	0	0	0	4	3	2	0	2	1	0	0	1	5	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0
denovo4425	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	2	0
denovo4437	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	253	170	6	10	0	92	69	35	25	0	155	6	24	0	98	0	0	0	55	12	1	0	0	8	33	164	5	1	0	1	64	5	30	11	8	0	0	0	0	0	0	22
denovo4438	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	3	0	1	0	0	0	0	1	4	0	0	1	2	0	0	5	0	0	0	1	1	0	1	2	0	0	1	0	2	1	1	0	0	2	2	0	2
denovo4475	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	5	0	7	12	1	0	0	0	0	4	1	0	0	1	2	4	4	2	7	2	0	8	6	3	4	1	1	0	1	1	0	17	0	0	3	13	8	0	2	0
denovo4526	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	2	0	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	2	0	2	0	0	0	0
denovo4538	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	2	0	0	5	0	0	0	3	0	0	1	4	0	2	1	1	0	0	5	3	2	0	3	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
denovo4593	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	1	0	0	0	0	0	2	0	3	2	1	3	0	2	3	2	1	1	2	0	0	0	1	0	0	0	4	0	1	0	0	0	0	1	0	0	0	1	0	0
denovo4610	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	1	3	0	2	0	1	0	13	0	0	0	0	0	19	0	0	0	25	10	7	0	0	0	0	3	0	23	0	0	1	1	0	0	0	0	8	4	2	0	0	9	8
denovo4680	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	1	0	5	0	0	0	2	1	12	12	1	0	4	0	0	2	1	0	1	0	1	5	6	7	0	3	2	3	1	3	0	9	3	0	0	0	1	0	0	0	0	3
